,NOME_SALA,REGISTRO_SALA,CNPJ_SALA,SITUACAO_SALA,DATA_SITUACAO_SALA,DATA_INICIO_FUNCIONAMENTO_SALA,ASSENTOS_SALA,ASSENTOS_CADEIRANTES,ASSENTOS_MOBILIDADE_REDUZIDA,ASSENTOS_OBESIDADE,ACESSO_ASSENTOS_COM_RAMPA,ACESSO_SALA_COM_RAMPA,BANHEIROS_ACESSIVEIS,NOME_COMPLEXO,REGISTRO_COMPLEXO,SITUACAO_COMPLEXO,DATA_SITUACAO_COMPLEXO,PAGINA_ELETRONICA_COMPLEXO,ENDERECO_COMPLEXO,NUMERO_ENDERECO_COMPLEXO,COMPLEMENTO_COMPLEXO,BAIRRO_COMPLEXO,MUNICIPIO_COMPLEXO,CEP_COMPLEXO,UF_COMPLEXO,COMPLEXO_ITINERANTE,OPERACAO_USUAL,NOME_EXIBIDOR,REGISTRO_EXIBIDOR,CNPJ_EXIBIDOR,SITUACAO_EXIBIDOR,NOME_GRUPO_EXIBIDOR
40,VILLAGE MALL 01,5003634.0,00.779.721/0058-87,EM FUNCIONAMENTO,24/04/2021,04/11/2012,90.0,2.0,1.0,1.0,SIM,NÃO,SIM,2106 CINEMARK VILLAGE MALL,22951,EM FUNCIONAMENTO,24/04/2021,WWW.CINEMARK.COM.BR,AV DAS AMÉRICAS ,3900.0,3º ANDAR LJ 305,BARRA DA TIJUCA ,RIO DE JANEIRO,22640-102,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
41,VILLAGE MALL 02,5003635.0,00.779.721/0058-87,EM FUNCIONAMENTO,24/04/2021,04/11/2012,90.0,2.0,1.0,1.0,SIM,NÃO,SIM,2106 CINEMARK VILLAGE MALL,22951,EM FUNCIONAMENTO,24/04/2021,WWW.CINEMARK.COM.BR,AV DAS AMÉRICAS ,3900.0,3º ANDAR LJ 305,BARRA DA TIJUCA ,RIO DE JANEIRO,22640-102,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
42,VILLAGE MALL 03,5003636.0,00.779.721/0058-87,EM FUNCIONAMENTO,24/04/2021,04/11/2012,90.0,2.0,1.0,1.0,SIM,NÃO,SIM,2106 CINEMARK VILLAGE MALL,22951,EM FUNCIONAMENTO,24/04/2021,WWW.CINEMARK.COM.BR,AV DAS AMÉRICAS ,3900.0,3º ANDAR LJ 305,BARRA DA TIJUCA ,RIO DE JANEIRO,22640-102,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
43,VILLAGE MALL 04,5003637.0,00.779.721/0058-87,EM FUNCIONAMENTO,24/04/2021,04/11/2012,76.0,2.0,1.0,1.0,SIM,NÃO,SIM,2106 CINEMARK VILLAGE MALL,22951,EM FUNCIONAMENTO,24/04/2021,WWW.CINEMARK.COM.BR,AV DAS AMÉRICAS ,3900.0,3º ANDAR LJ 305,BARRA DA TIJUCA ,RIO DE JANEIRO,22640-102,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
82,SALA METROPOLITANO BARRA 01,5004742.0,00.779.721/0069-30,EM FUNCIONAMENTO,24/04/2021,18/06/2014,127.0,2.0,,,SIM,NÃO,SIM,2112 CINEMARK METROPOLITANO BARRA,27386,EM FUNCIONAMENTO,24/04/2021,,"AV.4 PAA 10,292/PAL38,863",2002.0,SHOP METROPOLIT,JACAREPAGUÁ,RIO DE JANEIRO,22750-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
83,SALA METROPOLITANO BARRA 02,5004743.0,00.779.721/0069-30,EM FUNCIONAMENTO,24/04/2021,18/06/2014,260.0,4.0,,,SIM,NÃO,SIM,2112 CINEMARK METROPOLITANO BARRA,27386,EM FUNCIONAMENTO,24/04/2021,,"AV.4 PAA 10,292/PAL38,863",2002.0,SHOP METROPOLIT,JACAREPAGUÁ,RIO DE JANEIRO,22750-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
84,SALA METROPOLITANO BARRA 03,5004744.0,00.779.721/0069-30,EM FUNCIONAMENTO,24/04/2021,18/06/2014,230.0,4.0,,,SIM,NÃO,SIM,2112 CINEMARK METROPOLITANO BARRA,27386,EM FUNCIONAMENTO,24/04/2021,,"AV.4 PAA 10,292/PAL38,863",2002.0,SHOP METROPOLIT,JACAREPAGUÁ,RIO DE JANEIRO,22750-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
85,SALA METROPOLITANO BARRA 04,5004745.0,00.779.721/0069-30,EM FUNCIONAMENTO,01/07/2021,18/06/2014,230.0,4.0,,,SIM,NÃO,SIM,2112 CINEMARK METROPOLITANO BARRA,27386,EM FUNCIONAMENTO,24/04/2021,,"AV.4 PAA 10,292/PAL38,863",2002.0,SHOP METROPOLIT,JACAREPAGUÁ,RIO DE JANEIRO,22750-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
86,SALA METROPOLITANO BARRA 05,5004746.0,00.779.721/0069-30,EM FUNCIONAMENTO,24/04/2021,18/06/2014,137.0,2.0,,,SIM,NÃO,SIM,2112 CINEMARK METROPOLITANO BARRA,27386,EM FUNCIONAMENTO,24/04/2021,,"AV.4 PAA 10,292/PAL38,863",2002.0,SHOP METROPOLIT,JACAREPAGUÁ,RIO DE JANEIRO,22750-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
87,SALA METROPOLITANO BARRA 06,5004747.0,00.779.721/0069-30,EM FUNCIONAMENTO,24/04/2021,18/06/2014,193.0,2.0,,,SIM,NÃO,SIM,2112 CINEMARK METROPOLITANO BARRA,27386,EM FUNCIONAMENTO,24/04/2021,,"AV.4 PAA 10,292/PAL38,863",2002.0,SHOP METROPOLIT,JACAREPAGUÁ,RIO DE JANEIRO,22750-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
88,SALA METROPOLITANO BARRA 07,5004748.0,00.779.721/0069-30,EM FUNCIONAMENTO,24/04/2021,18/06/2014,380.0,6.0,,,SIM,NÃO,SIM,2112 CINEMARK METROPOLITANO BARRA,27386,EM FUNCIONAMENTO,24/04/2021,,"AV.4 PAA 10,292/PAL38,863",2002.0,SHOP METROPOLIT,JACAREPAGUÁ,RIO DE JANEIRO,22750-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
291,CARIOCA SHOPPING 1,5000235.0,00.779.721/0029-42,EM FUNCIONAMENTO,24/04/2021,13/07/2001,282.0,4.0,3.0,3.0,SIM,NÃO,SIM,692 CINEMARK CARIOCA,2525,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,ESTRADA VICENTE DE CARVALHO ,909.0,SEGUNDO PAVIMENTO,VILA KOSMOS,RIO DE JANEIRO,21220-201,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
292,CARIOCA SHOPPING 2,5000236.0,00.779.721/0029-42,EM FUNCIONAMENTO,01/07/2021,13/07/2001,188.0,2.0,1.0,1.0,SIM,NÃO,SIM,692 CINEMARK CARIOCA,2525,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,ESTRADA VICENTE DE CARVALHO ,909.0,SEGUNDO PAVIMENTO,VILA KOSMOS,RIO DE JANEIRO,21220-201,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
293,CARIOCA SHOPPING 3,5000237.0,00.779.721/0029-42,EM FUNCIONAMENTO,24/04/2021,13/07/2001,228.0,2.0,1.0,1.0,SIM,NÃO,SIM,692 CINEMARK CARIOCA,2525,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,ESTRADA VICENTE DE CARVALHO ,909.0,SEGUNDO PAVIMENTO,VILA KOSMOS,RIO DE JANEIRO,21220-201,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
294,CARIOCA SHOPPING 4,5000240.0,00.779.721/0029-42,EM FUNCIONAMENTO,24/04/2021,13/07/2001,228.0,2.0,1.0,1.0,SIM,NÃO,SIM,692 CINEMARK CARIOCA,2525,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,ESTRADA VICENTE DE CARVALHO ,909.0,SEGUNDO PAVIMENTO,VILA KOSMOS,RIO DE JANEIRO,21220-201,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
297,CARIOCA SHOPPING 5,5000241.0,00.779.721/0029-42,EM FUNCIONAMENTO,24/04/2021,13/07/2001,188.0,2.0,1.0,1.0,SIM,NÃO,SIM,692 CINEMARK CARIOCA,2525,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,ESTRADA VICENTE DE CARVALHO ,909.0,SEGUNDO PAVIMENTO,VILA KOSMOS,RIO DE JANEIRO,21220-201,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
298,CARIOCA SHOPPING 6,5000242.0,00.779.721/0029-42,EM FUNCIONAMENTO,24/04/2021,13/07/2001,282.0,4.0,3.0,2.0,SIM,NÃO,SIM,692 CINEMARK CARIOCA,2525,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,ESTRADA VICENTE DE CARVALHO ,909.0,SEGUNDO PAVIMENTO,VILA KOSMOS,RIO DE JANEIRO,21220-201,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
517,DOWTOWN 1,5000702.0,00.779.721/0009-07,EM FUNCIONAMENTO,30/04/2021,29/07/1998,119.0,4.0,1.0,1.0,SIM,NÃO,SIM,719 CINEMARK DOWNTOWN,899,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,AV. DAS AMÉRICAS,500.0,BLOCO 17 - 2º ANDAR,BARRA DA TIJUCA,RIO DE JANEIRO,22640-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
518,DOWTOWN 10,5000711.0,00.779.721/0009-07,EM FUNCIONAMENTO,24/04/2021,29/07/1998,178.0,2.0,1.0,1.0,SIM,NÃO,SIM,719 CINEMARK DOWNTOWN,899,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,AV. DAS AMÉRICAS,500.0,BLOCO 17 - 2º ANDAR,BARRA DA TIJUCA,RIO DE JANEIRO,22640-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
519,DOWTOWN 11,5000712.0,00.779.721/0009-07,EM FUNCIONAMENTO,24/04/2021,29/07/1998,150.0,2.0,1.0,1.0,SIM,NÃO,SIM,719 CINEMARK DOWNTOWN,899,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,AV. DAS AMÉRICAS,500.0,BLOCO 17 - 2º ANDAR,BARRA DA TIJUCA,RIO DE JANEIRO,22640-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
520,DOWTOWN 12,5000713.0,00.779.721/0009-07,EM FUNCIONAMENTO,24/04/2021,26/05/1998,248.0,4.0,3.0,3.0,SIM,NÃO,SIM,719 CINEMARK DOWNTOWN,899,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,AV. DAS AMÉRICAS,500.0,BLOCO 17 - 2º ANDAR,BARRA DA TIJUCA,RIO DE JANEIRO,22640-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
521,DOWTOWN 2,5000703.0,00.779.721/0009-07,EM FUNCIONAMENTO,30/04/2021,29/07/1998,132.0,1.0,1.0,1.0,SIM,NÃO,SIM,719 CINEMARK DOWNTOWN,899,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,AV. DAS AMÉRICAS,500.0,BLOCO 17 - 2º ANDAR,BARRA DA TIJUCA,RIO DE JANEIRO,22640-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
522,DOWTOWN 3,5000704.0,00.779.721/0009-07,EM FUNCIONAMENTO,24/04/2021,29/07/1998,235.0,4.0,3.0,3.0,SIM,NÃO,SIM,719 CINEMARK DOWNTOWN,899,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,AV. DAS AMÉRICAS,500.0,BLOCO 17 - 2º ANDAR,BARRA DA TIJUCA,RIO DE JANEIRO,22640-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
523,DOWTOWN 4,5000705.0,00.779.721/0009-07,EM FUNCIONAMENTO,24/04/2021,29/07/1998,267.0,2.0,3.0,3.0,SIM,NÃO,SIM,719 CINEMARK DOWNTOWN,899,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,AV. DAS AMÉRICAS,500.0,BLOCO 17 - 2º ANDAR,BARRA DA TIJUCA,RIO DE JANEIRO,22640-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
524,DOWTOWN 5,5000706.0,00.779.721/0009-07,EM FUNCIONAMENTO,24/04/2021,29/07/1998,161.0,2.0,1.0,1.0,SIM,NÃO,SIM,719 CINEMARK DOWNTOWN,899,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,AV. DAS AMÉRICAS,500.0,BLOCO 17 - 2º ANDAR,BARRA DA TIJUCA,RIO DE JANEIRO,22640-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
525,DOWTOWN 6,5000707.0,00.779.721/0009-07,EM FUNCIONAMENTO,24/04/2021,29/07/1998,178.0,2.0,1.0,1.0,SIM,NÃO,SIM,719 CINEMARK DOWNTOWN,899,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,AV. DAS AMÉRICAS,500.0,BLOCO 17 - 2º ANDAR,BARRA DA TIJUCA,RIO DE JANEIRO,22640-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
526,DOWTOWN 7,5000708.0,00.779.721/0009-07,EM FUNCIONAMENTO,24/04/2021,24/07/1998,155.0,2.0,1.0,1.0,SIM,NÃO,SIM,719 CINEMARK DOWNTOWN,899,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,AV. DAS AMÉRICAS,500.0,BLOCO 17 - 2º ANDAR,BARRA DA TIJUCA,RIO DE JANEIRO,22640-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
527,DOWTOWN 8,5000709.0,00.779.721/0009-07,EM FUNCIONAMENTO,24/04/2021,24/07/1998,284.0,6.0,3.0,3.0,SIM,NÃO,SIM,719 CINEMARK DOWNTOWN,899,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,AV. DAS AMÉRICAS,500.0,BLOCO 17 - 2º ANDAR,BARRA DA TIJUCA,RIO DE JANEIRO,22640-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
528,DOWTOWN 9,5000710.0,00.779.721/0009-07,EM FUNCIONAMENTO,24/04/2021,24/07/1998,155.0,2.0,1.0,1.0,SIM,NÃO,SIM,719 CINEMARK DOWNTOWN,899,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,AV. DAS AMÉRICAS,500.0,BLOCO 17 - 2º ANDAR,BARRA DA TIJUCA,RIO DE JANEIRO,22640-000,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
591,BOTAFOGO 1,5000337.0,00.779.721/0020-04,EM FUNCIONAMENTO,24/04/2021,03/12/1999,124.0,2.0,1.0,1.0,SIM,NÃO,SIM,728 CINEMARK BOTAFOGO,2541,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,PRAIA DE BOTAFOGO,400.0,SALAS 811 A 816,BOTAFOGO,RIO DE JANEIRO,22250-040,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
592,BOTAFOGO 2,5000338.0,00.779.721/0020-04,EM FUNCIONAMENTO,24/04/2021,03/12/1999,139.0,2.0,1.0,1.0,SIM,NÃO,SIM,728 CINEMARK BOTAFOGO,2541,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,PRAIA DE BOTAFOGO,400.0,SALAS 811 A 816,BOTAFOGO,RIO DE JANEIRO,22250-040,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
593,BOTAFOGO 3,5000339.0,00.779.721/0020-04,EM FUNCIONAMENTO,24/04/2021,03/12/1999,219.0,3.0,3.0,3.0,SIM,NÃO,SIM,728 CINEMARK BOTAFOGO,2541,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,PRAIA DE BOTAFOGO,400.0,SALAS 811 A 816,BOTAFOGO,RIO DE JANEIRO,22250-040,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
594,BOTAFOGO 4,5000340.0,00.779.721/0020-04,EM FUNCIONAMENTO,24/04/2021,03/12/1999,186.0,4.0,1.0,1.0,SIM,NÃO,SIM,728 CINEMARK BOTAFOGO,2541,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,PRAIA DE BOTAFOGO,400.0,SALAS 811 A 816,BOTAFOGO,RIO DE JANEIRO,22250-040,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
595,BOTAFOGO 5,5000341.0,00.779.721/0020-04,EM FUNCIONAMENTO,17/06/2021,03/12/1999,301.0,3.0,3.0,3.0,SIM,NÃO,SIM,728 CINEMARK BOTAFOGO,2541,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,PRAIA DE BOTAFOGO,400.0,SALAS 811 A 816,BOTAFOGO,RIO DE JANEIRO,22250-040,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
596,BOTAFOGO 6,5000342.0,00.779.721/0020-04,EM FUNCIONAMENTO,09/09/2021,03/12/1999,290.0,3.0,3.0,3.0,SIM,NÃO,SIM,728 CINEMARK BOTAFOGO,2541,EM FUNCIONAMENTO,24/04/2021,HTTP://WWW.CINEMARK.COM.BR,PRAIA DE BOTAFOGO,400.0,SALAS 811 A 816,BOTAFOGO,RIO DE JANEIRO,22250-040,RJ,NÃO,COMERCIAL,CINEMARK BRASIL S.A,1843,00.779.721/0001-41,REGULAR,CINEMARK
897,ARCOS DIGITAL FILMES,5005196.0,00.629.628/0001-50,EM FUNCIONAMENTO,10/09/2015,10/09/2015,88.0,2.0,2.0,2.0,SIM,NÃO,SIM,ARCOS DIGITAL FILMES,30234,EM FUNCIONAMENTO,10/09/2015,,RUA DOS ARCOS,0.0,28,CENTRO,RIO DE JANEIRO,20230-060,RJ,NÃO,NÃO COMERCIAL,ARCOS DIGITAL FILMES LTDA,1095,00.629.628/0001-50,REGULAR,NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
941,ASSOCIAÇÃO CULTURAL TELA BRASILIS,5002327.0,08.605.319/0001-52,EM FUNCIONAMENTO,18/01/2007,18/01/2007,180.0,,,,NÃO,NÃO,NÃO,ASSOCIAÇÃO CULTURAL TELA BRASILIS,14337,EM FUNCIONAMENTO,11/09/2008,,AVENIDA INFANTE DOM HENRIQUE 85,,,ATERRO DO FLAMENGO,RIO DE JANEIRO,20021-140,RJ,NÃO,NÃO COMERCIAL,ASSOCIAÇÃO CULTURAL TELA BRASILIS,14336,08.605.319/0001-52,IRREGULAR,NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
1157,SALA DE CINEMA - EDUARDO COUTINHO,5002399.0,05.478.372/0001-41,EM FUNCIONAMENTO,01/02/2010,01/02/2010,55.0,,,,NÃO,NÃO,NÃO,CENTRO CULTURAL DERCY GONÇALVES,14779,EM FUNCIONAMENTO,23/12/2008,,RUA RETIRO DOS ARTISTAS 571,,,PECHINCHA - JACAREPAGUÁ,RIO DE JANEIRO,22770-102,RJ,NÃO,NÃO COMERCIAL,CENTRO CULTURAL DERCY GONÇALVES,14778,05.478.372/0001-41,IRREGULAR,NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
1356,CINE CARIOCA NOVA BRASÍLIA,5006698.0,36.563.373/0001-18,EM FUNCIONAMENTO,17/10/2021,17/10/2021,91.0,3.0,1.0,2.0,SIM,NÃO,SIM,CINE CARIOCA NOVA BRASÍLIA,49753,EM FUNCIONAMENTO,17/10/2021,,Rua Projetada / Rua nova Brasília,0.0,,COMPLEXO DO ALEMAO,RIO DE JANEIRO,21061-060,RJ,NÃO,COMERCIAL,WELLINGTON CARDOSO DA LUZ CINEMAS LTDA,45451,36.563.373/0001-18,REGULAR,NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
1427,CINE ESTAÇÃO NET BOTAFOGO SALA 1,5000848.0,29.171.311/0001-03,EM FUNCIONAMENTO,20/05/2021,11/12/1985,251.0,2.0,25.0,0.0,SIM,NÃO,SIM,CINE ESTAÇÃO BOTAFOGO,6713,EM FUNCIONAMENTO,20/05/2021,www.grupoestacao.com.br,RUA VOLUNTÁRIOS DA PÁTRIA,88.0,"LOJAS B, C, D, E, F, H, I",BOTAFOGO,RIO DE JANEIRO,22270-010,RJ,NÃO,COMERCIAL,CINECLUBE PAU BRASIL,2685,29.171.311/0001-03,REGULAR,ESTAÇÃO
1428,CINE ESTAÇÃO NET BOTAFOGO SALA 2,5000849.0,29.171.311/0001-03,EM FUNCIONAMENTO,26/01/2023,11/12/1985,33.0,1.0,4.0,0.0,SIM,NÃO,SIM,CINE ESTAÇÃO BOTAFOGO,6713,EM FUNCIONAMENTO,20/05/2021,www.grupoestacao.com.br,RUA VOLUNTÁRIOS DA PÁTRIA,88.0,"LOJAS B, C, D, E, F, H, I",BOTAFOGO,RIO DE JANEIRO,22270-010,RJ,NÃO,COMERCIAL,CINECLUBE PAU BRASIL,2685,29.171.311/0001-03,REGULAR,ESTAÇÃO
